277,line,0.00135986
278,political,0.00144437
279,end,0.00134104
280,among,0.00138192
281,ever,0.00135774
282,stand,0.00140937
283,bad,0.0013491
284,lose,0.00134102
285,however,0.00142282
286,member,0.00134731
287,pay,0.00133133
288,law,0.00133706
289,meet,0.00128737
290,car,0.00133571
291,city,0.00132684
292,almost,0.00127907
293,include,0.00133563
294,continue,0.00126029
295,set,0.00127369
296,later,0.00126495
297,community,0.00133057
298,much,0.00126029
299,name,0.00127139
300,five,0.00125571
301,once,0.00126203
302,white,0.0012676
303,least,0.00123961
304,president,0.00134203
305,learn,0.00124346
306,real,0.00124187
307,change,0.00123183
308,team,0.00131489
309,minute,0.0012666
310,best,0.0012485
311,several,0.00124039
312,idea,0.0012214
313,kid,0.00126428
314,body,0.00125165
315,information,0.00127331
316,nothing,0.00126717
317,ago,0.00125252
318,right,0.00126278
319,lead,0.00122691
320,social,0.00132899
321,understand,0.00121354
322,whether,0.00121921
323,back,0.00125006
324,watch,0.00124976
325,together,0.00119186
326,follow,0.00119425
327,around,0.00122789
328,parent,0.0011961
329,only,0.001177
330,stop,0.00121481
331,face,0.00127291
332,anything,0.00120292
333,create,0.00119419
334,public,0.00119825
335,already,0.0011522
336,speak,0.00117358
337,others,0.00115771
338,read,0.00114094
339,level,0.00121704
340,allow,0.00114892
341,add,0.00117842
342,office,0.00114791
343,spend,0.00114569
344,door,0.00124993
345,health,0.00117762
346,person,0.0011365
347,art,0.00117851
348,sure,0.00116186
349,such,0.00119125
350,war,0.00117804
351,history,0.00114904
352,party,0.00112962
353,within,0.00114599
354,grow,0.0011002
355,result,0.00116277
356,open,0.00111857
357,change,0.00112426
358,morning,0.00114002
359,walk,0.00113787
360,reason,0.00106863
361,low,0.0010899
362,win,0.00111478
363,research,0.00114802
364,girl,0.00110409
365,guy,0.00110409
366,early,0.00108171
367,food,0.00107728
368,before,0.00107448
369,moment,0.0010972
370,himself,0.00109288
371,air,0.00105932
372,teacher,0.001161
373,force,0.00108005
374,offer,0.00106473
375,enough,0.0010588
376,both,0.00106361
377,education,0.00113731
378,across,0.00105559
379,although,0.00107925
380,remember,0.00106879
381,foot,0.00107285
382,second,0.00103621
383,boy,0.00107447
384,maybe,0.00108421
385,toward,0.00105984
386,able,0.00103171
387,age,0.00103402
388,off,0.00104122
389,policy,0.00107601
390,everything,0.00103591
391,love,0.00103681
392,process,0.00107341
393,music,0.00102657
394,including,0.0010365
395,consider,0.00101987
396,appear,0.00100671
397,actually,0.00105155
398,buy,0.00101105
399,probably,0.00099754
400,human,0.00101224
401,wait,0.00102463
402,serve,0.0009966
403,market,0.00100435
404,die,0.00098376
405,send,0.00096613
406,expect,0.00095566
407,home,0.00097937
408,sense,0.00095896
409,build,0.00096651
410,stay,0.00096933
411,fall,0.00096908
412,oh,0.00103613
413,nation,0.00097212
414,plan,0.00095824
415,cut,0.00096012
416,college,0.00097038
417,interest,0.0009662
418,death,0.00093222
419,course,0.00096224
420,someone,0.00095608
421,experience,0.00098106
422,behind,0.00095047
423,reach,0.00092375
424,local,0.0009297
425,kill,0.0009266
426,six,0.00090571
427,remain,0.00091319
428,effect,0.00095216
429,use,0.00096564
430,yeah,0.00103389
431,suggest,0.00092643
432,class,0.00091323
433,control,0.00090301
434,raise,0.00087036
435,care,0.00088862
436,perhaps,0.0008706
437,little,0.00088697
438,late,0.00086421
439,hard,0.00086817
440,field,0.00087243
441,else,0.00087876
442,pass,0.00086184
443,former,0.0008893
444,sell,0.00087865
445,major,0.00087487
446,sometimes,0.00084845
447,require,0.0008928
448,along,0.00084926
449,development,0.00091995
450,themselves,0.00085256
451,report,0.00088138
452,role,0.00088666
453,better,0.00083895
454,economic,0.00090392
455,effort,0.00086473
456,up,0.00085759
457,decide,0.00084035
458,rate,0.00087224
459,strong,0.00083677
460,possible,0.00085084
461,heart,0.00084536
462,drug,0.00086231
463,show,0.00086828
464,leader,0.00085438
465,light,0.00087427
466,voice,0.00089379
467,wife,0.00083601
468,whole,0.00083756
469,police,0.0008588
470,mind,0.00082808
471,finally,0.00081951
472,pull,0.00087243
473,return,0.00081812
474,free,0.0008209
475,military,0.00085152
476,price,0.00084443
477,report,0.00083174
478,less,0.0008293
479,according,0.00083773
480,decision,0.00082429
481,explain,0.00080797
482,son,0.00080895
483,hope,0.00081385
484,even,0.00079087
485,develop,0.00084835
486,view,0.00081338
487,relationship,0.00084549
488,carry,0.00079513
489,town,0.00079821
490,road,0.00080987
491,drive,0.00080476
492,arm,0.00084865
493,true,0.00079299
494,federal,0.00081826
495,break,0.0007931
496,better,0.00078334
497,difference,0.00082911
498,thank,0.00088574
499,receive,0.0008025
500,value,0.00082942
501,international,0.0008161
502,building,0.00078487
503,action,0.00080009
504,full,0.00077547
505,model,0.00082973
506,join,0.00080609
507,season,0.00083743
508,society,0.00081192
509,because,0.00077116
510,tax,0.00080713
511,director,0.00079813
512,early,0.00075605
513,position,0.00077124
514,player,0.00081358
515,agree,0.00076753
516,especially,0.00076304
517,record,0.00077509
518,pick,0.00077197
519,wear,0.00077921
520,paper,0.00075383
521,special,0.00075298
522,space,0.00075395
523,ground,0.00074713
524,form,0.00078493
525,support,0.00076544
526,event,0.00075559
527,official,0.00079026
528,whose,0.00074914
529,matter,0.00073842
530,everyone,0.00074534
531,center,0.00074559
532,couple,0.00074871
533,site,0.00075932
534,end,0.00073099
535,project,0.00075446
536,hit,0.00073999
537,base,0.00075887
538,activity,0.0007798
539,star,0.00073695
540,table,0.00075228
541,need,0.00074877
542,court,0.00074112
543,produce,0.00074169
544,eat,0.00073505
545,American,0.00073063
546,teach,0.00072668
547,oil,0.00074386
548,half,0.0007093
549,situation,0.00072603
550,easy,0.00071602
551,cost,0.00073512
552,industry,0.00073055
553,figure,0.00074858
554,face,0.00069493
555,street,0.00071645
556,image,0.00072216
557,itself,0.00071093
558,phone,0.00071599
559,either,0.00069497
560,data,0.00076594
561,cover,0.00069387
562,quite,0.00069966
563,picture,0.00069229
564,clear,0.00068662
565,practice,0.00073745
566,piece,0.00068901
567,land,0.0006975
568,recent,0.00070685
569,describe,0.00071377
570,product,0.00070883
571,doctor,0.00069446
572,wall,0.0007139
573,patient,0.00072217
574,worker,0.00069962
575,news,0.00070051
576,test,0.0006987
577,movie,0.00069387
578,certain,0.00067228
579,north,0.00068046
580,love,0.00067495
581,personal,0.00067917
582,open,0.00067218
583,support,0.00069431
584,simply,0.00066712
585,third,0.00067037
586,technology,0.00069565
587,catch,0.00068214
588,step,0.00066232
589,baby,0.00067881
590,computer,0.00067399
591,type,0.00068481
592,attention,0.00065271
593,draw,0.00065198
594,film,0.00066724
595,Republican,0.00071611
596,tree,0.0006663
597,source,0.00066862
598,red,0.00066217
599,nearly,0.0006486
600,organization,0.00067278
601,choose,0.00064348
602,cause,0.00064531
603,hair,0.00069564
604,look,0.00066194
605,point,0.0006298
606,century,0.00065667
607,evidence,0.0006536
608,window,0.00068303
609,difficult,0.00063947
610,listen,0.00064984
611,soon,0.00063168
612,culture,0.00067128
613,billion,0.00065243
614,chance,0.00062682
615,brother,0.00063406
616,energy,0.00064139
617,period,0.00064534
618,course,0.00064012
619,summer,0.00062503
620,less,0.00062154
621,realize,0.00061732
622,hundred,0.00061266
623,available,0.00063187
624,plant,0.00063476
625,likely,0.00063002
626,opportunity,0.00062422
627,term,0.00062962
628,short,0.00060451
629,letter,0.00060369
630,condition,0.00063489
631,choice,0.00060487
632,place,0.00060927
633,single,0.00060072
634,rule,0.00061062
635,daughter,0.00060424
636,administration,0.00062071
637,south,0.0006063
638,husband,0.00060126
639,Congress,0.00062841
640,floor,0.00062458
641,campaign,0.00064172
642,material,0.0006244
643,population,0.00062999
644,well,0.00061219
645,call,0.00059543
646,economy,0.0006099
647,medical,0.00059424
648,hospital,0.00058669
649,church,0.00059466
650,close,0.00060884
651,thousand,0.00058307
652,risk,0.00060432
653,current,0.00061252
654,fire,0.00059386
655,future,0.0005802
656,wrong,0.00058988
657,involve,0.00059542
658,defense,0.00059701
659,anyone,0.00058274
660,increase,0.00060442
661,security,0.00058914
662,bank,0.00058992
663,myself,0.00059716
664,certainly,0.00059739
665,west,0.00058169
666,sport,0.00059006
667,board,0.00058436
668,seek,0.00058495
669,per,0.00059432
670,subject,0.00061397
671,officer,0.00057617
672,private,0.00057248
673,rest,0.00056714
674,behavior,0.00062625
675,deal,0.00057462
676,performance,0.00059909
677,fight,0.00056886
678,throw,0.00057784
679,top,0.00057743
680,quickly,0.00056454
681,past,0.00056588
682,goal,0.00058728
683,second,0.00056022
684,bed,0.00060304
685,order,0.00056483
686,author,0.000583
687,fill,0.00056915
688,represent,0.00058744
689,focus,0.00057177
690,foreign,0.0005754
691,drop,0.00056448
692,plan,0.00055829
693,blood,0.00056351
694,upon,0.00057033
695,agency,0.00056954
696,push,0.00056103
697,nature,0.00057929
698,color,0.00056978
699,no,0.00054602
700,recently,0.00055992
701,store,0.00056147
702,reduce,0.00057029
703,sound,0.00056828
704,note,0.00057025
705,fine,0.00055174
706,before,0.00055608
707,near,0.00054869
708,movement,0.00056201
709,page,0.00055937
710,enter,0.00054479
711,share,0.0005401
712,than,0.00055719
713,common,0.0005594
714,poor,0.0005382
715,other,0.00054372
716,natural,0.00055526
717,race,0.00054838
718,concern,0.00055203
719,series,0.00054549
720,significant,0.00058947
721,similar,0.00055901
722,hot,0.00054601
723,language,0.00055799
724,each,0.00053663
725,usually,0.00053477
726,response,0.00056342
727,dead,0.00055111
728,rise,0.00053542
729,animal,0.00053127
730,factor,0.00057612
731,decade,0.00053727
732,article,0.00054871
733,shoot,0.00053038
734,east,0.0005301
735,save,0.00052067
736,seven,0.00052011
737,artist,0.00054353
738,away,0.00052005
739,scene,0.00051248
740,stock,0.00054305
741,career,0.00052101
742,despite,0.00051526
743,central,0.00052501
744,eight,0.00050871
745,thus,0.00057039
746,treatment,0.0005339
747,beyond,0.00050742
748,happy,0.00051669
749,exactly,0.00052685
750,protect,0.00050649
751,approach,0.0005398
752,lie,0.00051657
753,size,0.00051868
754,dog,0.00052347
755,fund,0.00053859
756,serious,0.00050285
757,occur,0.00052768
758,media,0.00051798
759,ready,0.00050833
760,sign,0.00050045
761,thought,0.00051509
762,list,0.00050678
763,individual,0.00054738
764,simple,0.00050583
765,quality,0.00052224
766,pressure,0.00050773
767,accept,0.00049952
768,answer,0.00049969
769,hard,0.00050793
770,resource,0.00053398
771,identify,0.00053484
772,left,0.00050479
773,meeting,0.00049916
774,determine,0.0005213
775,prepare,0.00049208
776,disease,0.00051211
777,whatever,0.000502
778,success,0.00050541
779,argue,0.00051013
780,cup,0.00053633
781,particularly,0.00050329
782,amount,0.00049944
783,ability,0.00051476
784,staff,0.00050177
785,recognize,0.00050042
786,indicate,0.00053215
787,character,0.0004953
788,growth,0.00050904
789,loss,0.00049759
790,degree,0.00050612
791,wonder,0.00050875
792,attack,0.00050898
793,herself,0.00052915
794,region,0.00050914
795,television,0.00049673
796,box,0.00049667
797,TV,0.00049438
798,training,0.00049997
799,pretty,0.00050385
800,trade,0.00049696
801,deal,0.00048975
802,election,0.00051322
803,everybody,0.00051147
804,physical,0.00051451
805,lay,0.00049358
806,general,0.00049657
807,feeling,0.00047349
808,standard,0.00049876
809,bill,0.00049011
810,message,0.00047533
811,fail,0.00047503
812,outside,0.00046628
813,arrive,0.00047435
814,analysis,0.0005384
815,benefit,0.00048594
816,name,0.00047375
817,sex,0.00047827
818,forward,0.00047877
819,lawyer,0.00047853
820,present,0.00049659
821,section,0.00049764
822,environmental,0.00051192
823,glass,0.00049686
824,answer,0.00047661
825,skill,0.00050431
826,sister,0.00048183
827,PM,0.00054765
828,professor,0.00046575
829,operation,0.00047276
830,financial,0.00047803
831,crime,0.0004801
832,stage,0.00046346
833,ok,0.00054697
834,compare,0.00048094
835,authority,0.00047309
836,miss,0.00046525
837,design,0.00048605
838,sort,0.00047086
839,one,0.00045596
840,act,0.00045648
841,ten,0.00046827
842,knowledge,0.00050335
843,gun,0.00047305
844,station,0.00046299
845,blue,0.00047622
846,state,0.00047977
847,strategy,0.00049126
848,little,0.00045469
849,clearly,0.00045912
850,discuss,0.00046852
851,indeed,0.00046184
852,force,0.00044931
853,truth,0.00045155
854,song,0.00045352
855,example,0.00047134
856,democratic,0.00047299
857,check,0.0004576
858,environment,0.00047807
859,leg,0.00047477
860,dark,0.00047565
861,public,0.00045684
862,various,0.00046777
863,rather,0.00044934
864,laugh,0.00048567
865,guess,0.00048046
866,executive,0.00047338
867,set,0.00045121
868,study,0.00044897
869,prove,0.00044304
870,hang,0.00046632
871,entire,0.00043997
872,rock,0.00045225
873,design,0.00045946
874,enough,0.00044378
875,forget,0.00045571
876,since,0.00045591
877,claim,0.00044259
878,note,0.0004472
879,remove,0.00044683
880,manager,0.00046187
881,help,0.00043721
882,close,0.00043568
883,sound,0.00045311
884,enjoy,0.0004402
885,network,0.00045122
886,legal,0.0004482
887,religious,0.00046425
888,cold,0.00044649
889,form,0.00044646
890,final,0.00043589
891,main,0.00043707
892,science,0.00045726
893,green,0.00044673
894,memory,0.00043531
895,card,0.00043605
896,above,0.0004413
897,seat,0.00044404
898,cell,0.00044831
899,establish,0.00045921
900,nice,0.00044792
901,trial,0.00044489
902,expert,0.00043898
903,that,0.00043359
904,spring,0.00044085
905,firm,0.00044704
906,Democrat,0.00046905
907,radio,0.00043156
908,visit,0.00042941
909,management,0.00045112
910,care,0.00042978
911,avoid,0.0004289
912,imagine,0.00043487
913,tonight,0.00047549
914,huge,0.00042582
915,ball,0.00043512
916,no,0.00044951
917,close,0.00042826
918,finish,0.00043143
919,yourself,0.00043401
920,talk,0.00043267
921,theory,0.00045553
922,impact,0.00043782
923,respond,0.00042139
924,statement,0.00042941
925,maintain,0.00043493
926,charge,0.00042353
927,popular,0.00042399
928,traditional,0.00043681
929,onto,0.00043538
930,reveal,0.00042605
931,direction,0.0004128
932,weapon,0.00043158
933,employee,0.00042824
934,cultural,0.00045673
935,contain,0.00042542
936,peace,0.00042273
937,head,0.00041658
938,control,0.00041771
939,base,0.00041154
940,pain,0.0004135
941,apply,0.00042391
942,play,0.00041662
943,measure,0.00043938
944,wide,0.00041233
945,shake,0.0004516
946,fly,0.00041373
947,interview,0.00041594
948,manage,0.00040536
949,chair,0.00043256
950,fish,0.00041488
951,particular,0.00042291
952,camera,0.00041218
953,structure,0.00043638
954,politics,0.00041758
955,perform,0.00041667
956,bit,0.00041915
957,weight,0.00041919
958,suddenly,0.00043382
959,discover,0.00040489
960,candidate,0.00043251
961,top,0.00041484
962,production,0.00042052
963,treat,0.00040264
964,trip,0.00040423
965,evening,0.00040881
966,affect,0.00041496
967,inside,0.00040856
968,conference,0.00040643
969,unit,0.00041087
970,best,0.00039959
971,style,0.00040889
972,adult,0.00040705
973,worry,0.0004021
974,range,0.00041326
975,mention,0.00039815
976,rather,0.00041558
977,far,0.00039967
978,deep,0.00040126
979,past,0.00039559
980,edge,0.0004096
981,individual,0.00042325
982,specific,0.00042397
983,writer,0.00039666
984,trouble,0.00039659
985,necessary,0.00040776
986,throughout,0.0004017
987,challenge,0.0004038
988,fear,0.00038857
989,shoulder,0.00042843
990,institution,0.00042153
991,middle,0.00040402
992,sea,0.00039516
993,dream,0.00039613
994,bar,0.00039853
995,beautiful,0.00040052
996,property,0.00040027
997,instead,0.00039051
998,improve,0.00040214
999,stuff,0.0004018
1000,detail,0.0003875
1001,method,0.00042667
1002,sign,0.00039418
1003,somebody,0.00041639
1004,magazine,0.00039197
1005,hotel,0.00039642
1006,soldier,0.00039552
1007,reflect,0.00040687
1008,heavy,0.0003916
1009,sexual,0.00041865
1010,cause,0.00038843
1011,bag,0.00040007
1012,heat,0.00040363
1013,fall,0.00038822
1014,marriage,0.00038517
1015,tough,0.000396
1016,sing,0.00038575
1017,surface,0.00039367
1018,purpose,0.00040084
1019,exist,0.00039341
1020,pattern,0.00040397
1021,whom,0.0003795
1022,skin,0.00039893
1023,agent,0.00038265
1024,owner,0.00039492
1025,machine,0.00038407
1026,gas,0.00038194
1027,down,0.00039633
1028,ahead,0.00039705
1029,generation,0.00038323
1030,commercial,0.00040608
1031,address,0.00039774
1032,cancer,0.00039407
1033,test,0.00038644
1034,item,0.00040336
1035,reality,0.00038397
1036,coach,0.00040716
1037,step,0.00039356
1038,Mrs,0.00040545
1039,yard,0.00039253
1040,beat,0.00038268
1041,violence,0.00038474
1042,total,0.00038798
1043,tend,0.00038295
1044,investment,0.0003881
1045,discussion,0.00039616
1046,finger,0.00040842
1047,garden,0.000388
1048,notice,0.0003891
1049,collection,0.00038431
1050,modern,0.00038372
1051,task,0.00039209
1052,partner,0.0003754
1053,positive,0.0003931
1054,civil,0.00037742
1055,kitchen,0.00039332
1056,consumer,0.00038079
1057,shot,0.00037505
1058,budget,0.00039165
1059,wish,0.00037532
1060,painting,0.00039264
1061,scientist,0.000377
1062,safe,0.00036547
1063,agreement,0.00038141
1064,capital,0.00037443
1065,mouth,0.000402
1066,nor,0.0003723
1067,victim,0.00036878
1068,newspaper,0.00037522
1069,instead,0.00036247
1070,threat,0.00037022
1071,responsibility,0.00037084
1072,smile,0.00041473
1073,attorney,0.00037959
1074,score,0.00039294
1075,account,0.00036786
1076,interesting,0.00037473
1077,break,0.00040348
1078,audience,0.00036227
1079,rich,0.0003594
1080,dinner,0.00037156
1081,figure,0.00036137
1082,vote,0.00039464
1083,western,0.00037389
1084,relate,0.00039143
1085,travel,0.00035746
1086,debate,0.00037228
1087,prevent,0.00036421
1088,citizen,0.00036408
1089,majority,0.00036758
1090,none,0.00035359
1091,front,0.00037363
1092,born,0.00035352
1093,admit,0.00035143
1094,senior,0.00036598
1095,assume,0.0003596
1096,wind,0.00036478
1097,key,0.00036056
1098,professional,0.00036319
1099,mission,0.00035217
1100,fast,0.00035474
1101,alone,0.00034982
1102,customer,0.00036
1103,suffer,0.00034675
1104,speech,0.00035504
1105,successful,0.00035459
1106,option,0.00035434
1107,participant,0.00041462
1108,southern,0.00035314
1109,fresh,0.00035974
1110,eventually,0.00034534
1111,no,0.00035016
1112,forest,0.00035429
1113,video,0.0003523
1114,global,0.00036381
1115,Senate,0.00036809
1116,reform,0.00036103
1117,access,0.0003531
1118,restaurant,0.00035898
1119,judge,0.00035464
1120,publish,0.00035062
1121,cost,0.00034941
1122,relation,0.00036963
1123,like,0.00035636
1124,release,0.00034301
1125,own,0.00034577
1126,bird,0.00034835
1127,opinion,0.00034501
1128,credit,0.00034578
1129,critical,0.00035824
1130,corner,0.00035496
1131,concerned,0.00034331
1132,recall,0.00034442
1133,version,0.00034456
1134,stare,0.00039266
1135,safety,0.00034188
1136,effective,0.00035851
1137,neighborhood,0.00034691
1138,original,0.00034368
1139,act,0.00034104
1140,troop,0.00036001
1141,income,0.00034925
1142,directly,0.0003409
1143,hurt,0.00034445
1144,species,0.00035804
1145,immediately,0.00033067
1146,track,0.00033788
1147,basic,0.00034788
1148,strike,0.00033238
1149,hope,0.00033019
1150,sky,0.00035141
1151,freedom,0.00034174
1152,absolutely,0.0003674
1153,plane,0.000339
1154,nobody,0.0003428
1155,achieve,0.00035166
1156,object,0.0003504
1157,attitude,0.00035437
1158,labor,0.000344
1159,refer,0.00034317
1160,concept,0.00035944
1161,client,0.00034027
1162,powerful,0.00033151
1163,perfect,0.00033456
1164,nine,0.00032967
1165,therefore,0.00035842
1166,conduct,0.00034909
1167,announce,0.00033305
1168,conversation,0.00033046
1169,examine,0.00035826
1170,touch,0.00034737
1171,please,0.00034709
1172,attend,0.0003338
1173,completely,0.0003255
1174,vote,0.00035224
1175,variety,0.00034242
1176,sleep,0.00034801
1177,turn,0.00032944
1178,involved,0.00033428
1179,investigation,0.00033849
1180,nuclear,0.00034264
1181,researcher,0.00034742
1182,press,0.0003341
1183,conflict,0.0003471
1184,spirit,0.00032942
1185,experience,0.00034009
1186,replace,0.00032688
1187,British,0.00032929
1188,encourage,0.00033348
1189,argument,0.00033394
1190,by,0.0003256
1191,once,0.0003218
1192,camp,0.00032659
1193,brain,0.00032852
1194,feature,0.00033344
1195,afternoon,0.00033202
1196,AM,0.00034451
1197,weekend,0.00033239
1198,dozen,0.00032432
1199,possibility,0.00032466
1200,along,0.00032475
1201,insurance,0.00032928
1202,department,0.00032252
1203,battle,0.00031989
1204,beginning,0.00031866
1205,date,0.00031467
1206,generally,0.00033191
1207,African,0.00034557
1208,very,0.00031807
1209,sorry,0.0003427
1210,crisis,0.00032924
1211,complete,0.00032813
1212,fan,0.00032919
1213,stick,0.00032259
1214,define,0.00033958
1215,easily,0.00031755
1216,through,0.00031838
1217,hole,0.00032302
1218,element,0.00033053
1219,vision,0.00032358
1220,status,0.00033511
1221,normal,0.00031265
1222,Chinese,0.00032334
1223,ship,0.00032588
1224,solution,0.00032052
1225,stone,0.00032531
1226,slowly,0.00033403
1227,scale,0.00034375
1228,bit,0.00032087
1229,university,0.00033
1230,introduce,0.00031345
1231,driver,0.00031633
1232,attempt,0.00031944
1233,park,0.00032322
1234,spot,0.00031612
1235,lack,0.00032157
1236,ice,0.00031686
1237,boat,0.00032079
1238,drink,0.00032078
1239,sun,0.00032646
1240,front,0.00032087
1241,distance,0.0003138
1242,wood,0.00031801
1243,handle,0.00030634
1244,truck,0.00031536
1245,return,0.00031058
1246,mountain,0.00031322
1247,survey,0.00032784
1248,supposed,0.00031005
1249,tradition,0.0003211
1250,winter,0.00031227
1251,village,0.00030741
1252,Soviet,0.00036193
1253,refuse,0.00030173
1254,sales,0.00032145
1255,roll,0.00031592
1256,communication,0.00031577
1257,run,0.00031325
1258,screen,0.00030758
1259,gain,0.00030667
1260,resident,0.00031836
1261,hide,0.00031098
1262,gold,0.00030733
1263,club,0.000308
1264,future,0.00031494
1265,farm,0.00030291
1266,potential,0.00031289
1267,increase,0.00031247
1268,middle,0.00030199
1269,European,0.00031455
1270,presence,0.00030624
1271,independent,0.00031044
1272,district,0.00031327
1273,shape,0.00030396
1274,reader,0.00031442
1275,Ms,0.0003161
1276,contract,0.00030906
1277,crowd,0.00030542
1278,Christian,0.00030726
1279,express,0.00030947
1280,apartment,0.00031012
1281,willing,0.00029635
1282,strength,0.00029769
1283,previous,0.0003049
1284,band,0.00029769
1285,obviously,0.00031299
